nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Sra. Alberto Águilar Gálvez,sra.8766158@viajes.cl,djk1HJuf,Sra.gálvez989,+56 2 2418 0974,16568208,,Diurno,Fonasa,Part time,4
Sra. Julia Salinas Carreón,Sra.carreón490@viajes.cl,lCVur1ld9,Sra.carreón788,,12071682,,Nocturno,Más vida,Part time,4
Ana Luisa Delarosa Miranda,anludemi528@outluc.com,7V3gy2Nsg8,ana8148328,+56 2 4010 6073,21645856,,,,,7
Sr. Guadalupe Peralta Ballesteros,srgupeba213@viajes.cl,4WYLm5If,srgupeba642,+56 2 9470 4587,11943612,,Diurno,Colmena,Full time,5
Patricia Cotto Huerta,Patriciahuerta665@viajes.cl,spmc89AO3T,Patriciahuerta248,+56 2 2152 1419,15040947,,Diurno,Más vida,Full time,0
Víctor Henríquez Villalpando,Víctorvillalpando416@viajes.cl,pCCZgk7Br,víhevi653,+56 2 0896 4778,23624108,,Nocturno,Banmédica,Full time,4
Hugo Garica Leyva,Hugoleyva186@viajes.cl,UJIllt9JEg6eCt8,hugo5885421,+56 9 3539 8749,21972166,,Nocturno,Colmena,Part time,8
Sra. Magdalena Irizarry Riojas,srmairri729@viajes.cl,7KWCh9Vuny,Sra.riojas381,+56 9 3646 0023,16220118,,Diurno,Banmédica,Part time,2
María Elena Valverde Acosta,maría911594@viajes.cl,6Eb3owMS,Maríaacosta179,+56 2 6309 4031,26111687,,Diurno,Colmena,Full time,1
Marco Antonio Orta de Anda,maanordean108@viajes.cl,6HbcTg20fB,maanordean964,,29647573,,Nocturno,Banmédica,Part time,4
Manuela Olivera Toledo,Manuelatoledo658@tourket.com,VwYcFt9Odiubr,Manuelatoledo460,+56 2 3721 7345,17778333,-11441,,,,1
Alejandra Medrano Ortiz,alejandra5219541@viajes.cl,7fqIVLRqI26Z8,almeor510,,23688611,,Nocturno,Más vida,Part time,5
Mariano Badillo Barreto,mababa273@viajes.cl,k3ivqZcDCo,mariano927754,+56 2 1305 9186,13024293,,Diurno,Banmédica,Full time,6
Raquel Baca Chacón,raquel519176@viajes.cl,hdfDMzNG1,rabach490,+56 9 5779 3603,22828254,,Diurno,Colmena,Part time,5
Nicolás García Ibarra,nicolás9882982@viajes.cl,5hl2dNHkr8o4,nigaib700,+56 9 5484 4749,28380195,,Nocturno,Consalud,,0
Eva Serrano Escalante,evsees400@viajes.cl,y0m18ckGw,Evaescalante248,+56 2 4291 3890,12195394,,Nocturno,,Part time,3
Isabela Cortés Caldera,isabela9934830@viajes.cl,Egl4amEr3ro2nJZc,isabela9771840,+56 9 4131 7623,27142846,,Nocturno,Banmédica,,4
Yolanda Cardona Bermúdez,yolanda8323644@viajesanma.com,Htf31J16LEtsl1OV,yocabe410,+56 9 1970 1680,27119583,,,,,4
Juan Partida Bernal,jupabe305@viajes.cl,9QqDe2ps5Jvt,Juanbernal384,+56 9 2711 9021,18802698,,Nocturno,Consalud,Full time,2
Blanca Batista Benítez,Blancabenítez623@tourket.com,nURHx2PPHsQJAUK,blanca7353499,+56 2 2419 6199,12414175,,,,,3
Lola Gallegos Valenzuela,lola905232@viajes.cl,ssbPYUOxf0y,lola514874,+56 9 0382 8047,24758165,,Nocturno,Colmena,Part time,0
Carmen Ulloa Benítez,caulbe408@viajes.cl,ONO1lgiG4,carmen9878497,+56 2 2524 5001,14702482,,Nocturno,Consalud,Full time,7
Federico Montañez Vanegas,femova106@viajes.cl,3HLgj4OENirX,Federicovanegas335,+56 2 1423 8985,28226350,,Diurno,Fonasa,Part time,5
Octavio Solorio Razo,Octaviorazo396@viajes.cl,NAGUtDfR4J8A,Octaviorazo884,+56 9 9412 5097,26075506,,,Colmena,Full time,4
Sr. Joaquín Negrete Esquibel,sr.6145544@tourket.com,tKUWBsyuz2,Sr.esquibel943,,12038932,-906,,,,7
Julio Pulido Maya,jupuma342@viajes.cl,1W0C2DtFeq4g,jupuma638,+56 9 1030 2355,23628352,,Nocturno,Más vida,Part time,6
Mateo Moya Farías,Mateofarías500@viajes.cl,0bbulWJ90,Mateofarías794,+56 9 4118 7946,27428175,,Diurno,Consalud,Full time,8
Sr. Sancho Monroy Palacios,srsamopa787@viajes.cl,CnQOPht937vZ,sr.6568491,+56 2 5521 5424,25311595,,Nocturno,,Part time,5
Sta. Óscar Pagan Abeyta,stóspaab867@viajes.cl,MjM3NXuQqLz2bqOf,stóspaab195,+56 9 4202 9627,16569959,,Diurno,Banmédica,Part time,9
María Luisa Rosado Matías,maría4511762@viajes.cl,I3Fm9eBY,maluroma640,+56 9 1692 3366,27189809,,Diurno,Más vida,Full time,6
Martín Padilla Escamilla,Martínescamilla586@outluc.com,2vEQboIlv0V,Martínescamilla329,+56 9 8615 2229,19091886,,,,,6
Jaime Pabón Mena,japame454@viajes.cl,C3C5ksgU,Jaimemena427,,21045080,,Diurno,Fonasa,Part time,7
Carmen Corrales Maya,cacoma845@viajesanma.com,pcTP8LMgzS,cacoma294,+56 9 5870 0602,27404156,-1356,,,,0
Sta. Lola Fajardo Bañuelos,Sta.bañuelos977@viajes.cl,MJFl7hjh01eQW4,Sta.bañuelos701,+56 2 8279 4445,25793995,,Nocturno,,Full time,2
Amalia Delgado Valdivia,amdeva290@viajes.cl,R0jIZBaE02dN0e,Amaliavaldivia493,+56 2 4860 4296,22383054,,Diurno,Fonasa,Part time,4
María Teresa Alanis Domínguez,Maríadomínguez453@viajes.cl,6eC2OlBZDc,Maríadomínguez375,+56 9 5406 8759,23827756,,Diurno,Fonasa,Part time,6
Amalia Alaniz Zelaya,amalia8748810@viajes.cl,aP07a1hy2rkTM,amalia4786348,+56 2 4420 9506,10085267,,,Banmédica,,5
Sra. Ana Zelaya Valles,sranzeva503@viajesanma.com,sNW66bJc8F,sra.4385135,+56 2 5601 4713,22821630,,,,,5
Teresa Aponte de Anda,Teresaanda894@marmol.com,H2p2yeFw2ckYq7,teapdean987,+56 9 1341 0979,25815209,,,,,3
Manuel Cantú Gallardo,manuel5946867@tourket.com,Fa9goPKwOtj,Manuelgallardo245,+56 9 9194 6919,14824275,-25048,,,,5
Sra. Yolanda Llamas Navarrete,Sra.navarrete287@tourket.com,QqbzvN6dtoKnt4F0,Sra.navarrete978,+56 9 1402 4125,10655851,-774,,,,5
Emilio Oquendo Olvera,emilio6756264@viajes.cl,q69CvPpmD0P,Emilioolvera873,+56 9 7533 2606,15791723,,Nocturno,Colmena,Full time,4
Gabriel Pineda Alcántar,gabriel3697357@edubus.cal,zX7xP2UgDJWt8u,gapial509,+56 2 3143 1211,14733132,,,,,0
Micaela Navarro Almaraz,micaela196704@outluc.com,uYPdFZaW41,Micaelaalmaraz923,+56 9 5398 6971,19645209,,,,,5
Sra. Jorge Luis León de Jesús,srjoluledeje909@viajes.cl,Qt3DWaA0gxPU3ld,srjoluledeje840,+56 2 4344 8525,22759011,,Diurno,Banmédica,,4
Sta. Francisco Ledesma Galindo,stfrlega769@viajes.cl,qY72M3ua,sta.5931727,+56 9 8370 0870,12377437,,Nocturno,Consalud,Part time,K
Antonio Escobar Caballero,anesca757@outluc.com,7A0WJshOTGKpROhV,anesca811,+56 9 6711 8213,11906033,-4888,,,,8
Natalia Calvillo Cano,nacaca348@viajes.cl,wwJCdIz3,Nataliacano451,+56 9 0250 7959,26431441,,Diurno,Más vida,Full time,0
Graciela Rodrígez Guajardo,graciela4241218@viajes.cl,wZ8BsK6Ck,graciela2611628,+56 9 5283 3916,26088321,,,Fonasa,Part time,6
María José Correa Saldivar,Maríasaldivar717@viajes.cl,de6ES4oAZfTKJiUv,Maríasaldivar113,+56 9 0044 3929,16833494,,Nocturno,Fonasa,Full time,K
Homero López Colunga,Homerocolunga322@viajes.cl,pEvsD3Kp9MiJJ8I,Homerocolunga985,+56 9 1531 5398,22733147,,Diurno,Banmédica,Part time,K
Clara Terrazas Urbina,clteur278@viajes.cl,3WkOup1195y,clteur660,+56 2 2732 5259,11322279,,Nocturno,Más vida,Full time,4
Cristobal Armenta Aponte,Cristobalaponte610@viajes.cl,61AOXqFaMW,cristobal7077217,+56 2 0670 8676,15074640,,Nocturno,Fonasa,Full time,K
Sra. Mariana Jaime Rosado,Sra.rosado549@viajes.cl,v8a3U1XIgttDxka,Sra.rosado858,+56 2 1251 9820,14919283,,Nocturno,Consalud,Part time,2
Eva Lugo Vergara,eva6751759@viajes.cl,bsXqQmnb1O8,evluve863,+56 2 4407 6405,22717060,,Nocturno,Más vida,Full time,3
Jesús Galindo Galindo,Jesúsgalindo553@viajes.cl,j7WQ1f7PKN,jesús2329280,+56 2 3045 5152,28262508,,Nocturno,,Full time,3
Mateo Cortez Enríquez,Mateoenríquez341@tourket.com,HeT8pBtrFi3py1H,macoen727,+56 9 9664 6561,14148680,-8596,,,,2
Claudia Alanis Hinojosa,claudia5533616@edubus.cal,PtezDQThI0i,clalhi403,+56 2 2565 1305,19168010,,,,,3
Guillermina Verduzco Avilés,guveav526@viajes.cl,tzj6ZQSvYbpPDA,Guillerminaavilés544,+56 9 6680 1978,28158072,,Nocturno,Consalud,Part time,8
Raúl Villalobos Medrano,ravime379@viajes.cl,mbwF4z1BK5O7k,raúl8556825,+56 9 7222 8288,28362366,,Nocturno,Banmédica,Full time,1
Florencia Acosta Tamayo,Florenciatamayo112@edubus.cal,dTiUeLEmGlgn3,flacta855,+56 9 7795 2299,11143928,-673,,,,1
Armando Mena Delapaz,armede997@viajes.cl,HmzSGtx8Xzm,armando739364,+56 2 2243 3785,12243083,,Diurno,Banmédica,Full time,9
Manuel Maldonado Amador,manuel8069557@viajes.cl,yD7Wtg8d1yx92K,Manuelamador279,+56 9 9673 9924,15086756,,Nocturno,Fonasa,Full time,8
Emilio Huerta Correa,emhuco747@viajesanma.com,2iUOh3TRrH,emilio9494349,+56 2 4979 5565,24251117,,,,,4
Mario Acevedo Gastélum,Mariogastélum767@tourket.com,vSggNiiVaf4,Mariogastélum198,+56 9 3366 6511,10929921,-14871,,,,9
Sr. Adela Garrido Montaño,sradgamo870@viajes.cl,m2mweDUtw7wgyqU,Sr.montaño822,+56 9 3620 7749,28196464,,Nocturno,Banmédica,Full time,K
Armando Godínez Carranza,Armandocarranza316@viajes.cl,LqUJ72hP,argoca544,+56 9 1406 6901,29135685,,Nocturno,Colmena,Full time,0
Ernesto Loera Aparicio,erloap688@viajes.cl,D2eK4pjl,erloap301,+56 9 4833 3833,13301557,,Nocturno,Colmena,,4
Santiago Pizarro Olivas,santiago9579341@viajes.cl,wCRFTeNCjyjR1C70,santiago7507522,+56 2 3079 6986,12082604,,Nocturno,Fonasa,Part time,2
Nicolás Romo Sauceda,Nicolássauceda686@viajes.cl,bqJ9tyLNcAxRk0c,nicolás6035250,+56 9 0953 8946,12482627,,Nocturno,Consalud,Part time,6
Sr. Francisco Elizondo Barrios,Sr.barrios319@viajes.cl,qn51lNYzT9wV,sr.3209377,+56 2 8880 9023,17413463,,Nocturno,,Part time,4
Sr. Elisa Parra Barreto,Sr.barreto199@viajes.cl,f0R8BilV,srelpaba933,+56 2 1877 1348,28141355,,Nocturno,Banmédica,,4
Sancho Ulibarri Ortega,sancho5720769@viajes.cl,8X6TZlVJSG4TV,sancho6065130,+56 9 8476 6797,15904276,,,Colmena,,6
Mario Quesada Paz,maqupa704@viajes.cl,LCzRKnZXfewl1zBA,Mariopaz919,+56 9 4329 8512,20163163,,Nocturno,Colmena,Full time,7
Maricarmen Zamudio Yáñez,maricarmen9657233@viajes.cl,S7noK7Xjk,Maricarmenyáñez983,+56 9 2112 0173,17240218,,Nocturno,Consalud,Part time,6
María Elena Peres Herrera,maelpehe495@viajes.cl,Pihxt7GUYs,maría8195554,+56 2 8589 5724,20321874,,Nocturno,Fonasa,Part time,5
Alfonso Armijo Alfaro,alfonso8523896@viajes.cl,j7PEuDqt76uIJ,alfonso6576133,+56 9 8475 6530,14334289,,,Consalud,Part time,1
Verónica Gálvez Armas,vegáar532@viajes.cl,jMVPeIEm04VgH,verónica4656781,+56 2 1643 6362,24768377,,Nocturno,Fonasa,,1
Javier Quiroz López,javier5533113@viajes.cl,56kSnH2w,javier2524118,+56 9 7076 5992,17683219,,Nocturno,Fonasa,Part time,3
Sra. Federico Gaona Raya,srfegara834@viajes.cl,p2mnIYrFcHcE,Sra.raya752,+56 9 9035 2218,25012568,,Nocturno,Fonasa,Part time,2
Cristobal Irizarry Figueroa,cristobal780844@viajes.cl,S7NoUAB5c,cristobal4144527,+56 9 0698 5580,26442094,,Diurno,Consalud,Part time,6
Sr. Emilio Lemus Olvera,sremleol343@viajes.cl,Nxn545mNPwxBVH,sremleol777,+56 9 4367 0674,10359239,,Nocturno,Banmédica,,9
Sta. Beatriz Lara Lucero,Sta.lucero377@viajes.cl,0pHKTXyp8gJb8Mv,stbelalu544,+56 2 6213 2284,22939368,,Nocturno,Más vida,Part time,5
Lucas Carrasquillo Trejo,Lucastrejo703@viajes.cl,1IkylupPN2YACj,Lucastrejo787,+56 2 8457 3764,23904497,,Diurno,Fonasa,Full time,2
Magdalena Muro Ureña,magdalena8938940@viajes.cl,89jjgCpLLs,mamuur352,+56 2 3086 6537,16882624,,Diurno,,Part time,9
Marisol Cortez Monroy,Marisolmonroy204@viajes.cl,7fkWd8ZFSP,Marisolmonroy711,,23658380,,Diurno,Más vida,Part time,5
Luis Ponce Portillo,Luisportillo880@marmol.com,f5STx9zx,lupopo861,+56 9 2461 5796,29734443,,,,,9
Santiago Treviño Solorzano,Santiagosolorzano537@viajes.cl,60lnsdISNo1l3qgV,Santiagosolorzano281,+56 9 6451 9414,23597735,,Diurno,Banmédica,Full time,4
Sta. José Luis Soria Perea,Sta.perea521@tourket.com,yc5blCGD,stjolusope412,+56 9 0271 3514,12534196,,,,,9
Olivia Fajardo Crespo,olivia4165777@edubus.cal,87jeHJ9vfhvNfF,olfacr300,+56 9 5179 9298,18000610,,,,,9
Sta. Marcela Castro Cotto,Sta.cotto607@viajes.cl,N4Cb6CVTaN,Sta.cotto709,+56 2 1681 7668,15070000,,Nocturno,Más vida,Part time,0
Gregorio Leal Delapaz,Gregoriodelapaz251@viajes.cl,xI1rUEiPh4IjM0s,grlede796,,12788212,,Diurno,,Full time,6
Gilberto Velásquez Valdivia,gilberto4249738@wass.com,W69kS3CeFnhmorP,gilberto2566180,,18021904,,,,,8
Adán Bernal Bétancourt,adbebé714@viajes.cl,144VQdBcAZBj5,adán5284697,+56 9 6643 1989,10121462,,Diurno,Más vida,Full time,1
Rodrigo Arevalo Esparza,roares206@tourket.com,iJD44pwa5Pm0VL74,Rodrigoesparza197,+56 9 0169 8866,23476717,,,,,8
Hernán Guerrero Cardona,heguca871@viajes.cl,2e9YIc3yRx0,hernán336721,,10856600,,Nocturno,Banmédica,Full time,0
Rocio Pérez Segovia,ropése963@tourket.com,gAqv6zP9vNf5,rocio2725849,+56 2 7733 3824,13814785,-7800,,,,1
Sta. Javier Villalobos Cazares,sta.9996445@viajes.cl,W7g6PJO6nK,Sta.cazares205,+56 2 7629 6721,19803245,,,Banmédica,Full time,K
Pablo Cordero Perea,Pabloperea536@viajes.cl,jrbNBRUR1crPM,Pabloperea157,+56 9 8260 6050,25546794,,Diurno,Consalud,,8
Sta. Arturo Salcido Chacón,sta.5283346@viajes.cl,YUZ4puw51wnM,starsach763,+56 2 9240 3517,10834654,,Nocturno,,Part time,K
Sra. Ester Heredia Girón,Sra.girón712@viajes.cl,aq6WrPcq,Sra.girón886,+56 2 1693 5031,25791460,,Diurno,Fonasa,Full time,7
Sonia Sepúlveda Avilés,sonia3028381@viajes.cl,DX5qMMT1R7jo1,sonia1902349,+56 9 1762 1897,21583874,,Diurno,Fonasa,Part time,9
Sr. Ricardo Badillo Romo,srribaro313@viajes.cl,WwP5j7jZdi2v02,sr.8664721,+56 9 0865 8267,26391911,,Nocturno,Fonasa,Full time,4
Anita Delvalle Ríos,Anitaríos329@tourket.com,TtApOJ84w9,Anitaríos515,+56 2 1047 7586,16246529,,,,,5
Ana Zavala Matías,anzama631@viajes.cl,Lm0AjmjC,anzama101,+56 9 8068 6462,18236513,,Nocturno,Consalud,Full time,0
Barbara Abeyta Padrón,baabpa755@viajes.cl,9Sr07NPj5,baabpa276,+56 2 1897 7308,28885693,,Nocturno,Banmédica,Part time,1
Hernán Rubio Robledo,heruro602@viajes.cl,CPKZdu2MJHynqzax,heruro382,+56 2 5100 8118,27680116,,Nocturno,Fonasa,Part time,3
Lola Echevarría Castro,loecca129@viajes.cl,ALJRMn93HfD9gfrl,Lolacastro725,+56 9 1640 5755,18468673,,Nocturno,Colmena,Part time,2
Gilberto Vallejo Lucero,gilberto650348@viajes.cl,VfoCpD69NTXq,gilberto9839632,+56 2 2089 0113,14722640,,Nocturno,Banmédica,Full time,3
Manuel Gonzales Pulido,manuel678411@viajes.cl,ZlENout8GX,Manuelpulido398,,28534474,,Nocturno,Colmena,Part time,3
Amalia Carmona Castillo,Amaliacastillo578@viajes.cl,i96OPgdvW4imG,amcaca300,+56 2 6156 3776,25043791,,Diurno,,Part time,9
Timoteo Nájera Arroyo,tináar395@viajes.cl,TkBvWc8oYg,tináar203,+56 9 3571 1334,13321881,,Diurno,Más vida,Part time,5
Elisa Quintero Zepeda,elisa3593857@wass.com,HeKN4p0R,Elisazepeda649,+56 2 0311 1134,15590284,,,,,1
Gonzalo Polanco Santana,goposa917@viajes.cl,HLhRHUgpOZX5,Gonzalosantana437,+56 9 2031 8219,13090927,,,Más vida,Part time,2
Clara Delapaz Rael,clara2103611@viajes.cl,ycxMsmXClwa6Jgt8,cldera426,+56 2 1671 8417,18351531,,Nocturno,Fonasa,Full time,4
Victoria Valenzuela Badillo,victoria271239@viajes.cl,nNEwG9kBwVODMaPo,victoria3137587,+56 2 6773 1553,12243504,,Diurno,Colmena,,0
Maricarmen Meza Segovia,Maricarmensegovia355@viajesanma.com,k077pBQacON,maricarmen6850549,+56 2 8492 2049,16714516,,,,,7
Roberto Rojo Montenegro,roberto4106967@viajes.cl,eLLz5GZ9OOc5TEZy,Robertomontenegro481,+56 9 7003 1378,12939565,,Diurno,Más vida,Full time,6
Benito Robledo Terán,Benitoterán216@viajes.cl,kl9Waq8dPML73,benito4235715,+56 2 7801 9369,18813191,,Nocturno,Colmena,Part time,3
Sta. Mayte García Puga,sta.4757439@viajes.cl,ds8LCAnKhP,Sta.puga533,+56 9 2081 5881,15061320,,Nocturno,Más vida,Full time,5
Dorotea Saiz Rodríquez,dosaro280@edubus.cal,D4vmi2oYDiU,Dorotearodríquez542,+56 2 7637 7339,13411753,,,,,2
José María Ocasio Oquendo,jomaocoq384@viajes.cl,RjAqqO0o0oov,Joséoquendo210,+56 9 2647 2357,24373584,,Diurno,Colmena,Full time,K
Ramiro Casillas Dávila,racadá463@viajes.cl,mrUuV5sWBNT2qzFv,racadá485,+56 9 9835 3578,15446882,,Diurno,,Full time,K
Julia Alcántar Urbina,Juliaurbina492@viajes.cl,6D3ZRacbHglIgA,Juliaurbina222,+56 2 3069 7004,13524533,,,Colmena,Part time,K
Federico Núñez Gómez,Federicogómez107@viajes.cl,gVDc6suNnsSO,federico547908,,15910286,,Diurno,Fonasa,,6
Sr. Alejandro Chacón Anaya,sr.1848142@outluc.com,w02p2tOeEdfk0SC,sr.8363950,+56 9 9331 3833,15215638,,,,,3
María Vargas Espinoza,Maríaespinoza975@viajes.cl,xelWt7KpSNMGwu3i,mavaes269,+56 2 2656 1977,25261444,,Diurno,Colmena,Full time,3
Barbara Alba Mares,baalma673@viajes.cl,DMUapfrhYxbKa1,barbara1950537,+56 2 9344 2221,25110558,,Nocturno,Consalud,Part time,8
Jaime Olmos Cardona,jaime9812696@viajesanma.com,TnPW2L4tPvrCj2aX,jaime8384986,+56 2 3589 1077,11660007,,,,,2
Raúl Santiago Cabán,Raúlcabán208@viajes.cl,LKB2mjmgc,Raúlcabán522,+56 2 2886 2244,11541299,,Nocturno,Consalud,Full time,K
Gerardo Escalante Barela,Gerardobarela578@viajes.cl,EEnjpY4iwZ63jI9,gerardo8815962,+56 2 2208 6499,13787526,,Nocturno,Colmena,Full time,8
María José Mojica Cuellar,maría2605675@outluc.com,AtbeqBftO1fDS,majomocu903,,24729815,,,,,0
Sra. Jorge Luis Candelaria Zapata,Sra.zapata174@viajes.cl,6z7Huf3iuWv,srjolucaza423,+56 2 0734 9374,15239254,,Nocturno,Fonasa,Full time,0
Ana María Soliz Gastélum,ana8819821@viajes.cl,DVrI56t5Z7gwB,Anagastélum213,+56 9 6863 5585,15156819,,Diurno,Colmena,Full time,K
Ignacio Marín Noriega,igmano562@marmol.com,fLm5XwHwCxESrV,ignacio193599,+56 9 8436 6209,11916623,,,,,3
Ramón Matos Corrales,ramón7363256@viajes.cl,EFTqJXgZ3,Ramóncorrales774,+56 9 6055 3698,21756497,,Diurno,Más vida,Part time,2
Sra. Ester Soliz Almonte,sressoal326@viajes.cl,3umcy3Y4arE,sra.3452639,+56 9 4524 3190,13018145,,Diurno,Más vida,Full time,7
Conchita Romo Muñiz,conchita418950@viajes.cl,6IFs7ekw9jAUZ,Conchitamuñiz123,+56 9 6348 0969,21193752,,Nocturno,Más vida,Part time,1
María Cristina Pulido Cordero,macrpuco781@viajes.cl,XRink8c70J2BjIE,maría6132319,+56 2 3850 7851,24084811,,Nocturno,Colmena,Part time,2
Luis Miguel Pulido Ayala,Luisayala555@viajes.cl,zaV4v3Gyb5CBV,luis9594698,+56 2 0320 1751,14637458,,Nocturno,Fonasa,Part time,1
Sra. Alejandra Paz Griego,sra.7140916@viajes.cl,HoL8ZP0xElzDOiIT,sra.7469780,+56 2 0308 6254,19208730,,,Más vida,Full time,9
Antonio Jasso Burgos,antonio6322474@wass.com,l9V87v2F,Antonioburgos576,+56 2 0086 5306,12329580,,,,,3
Esteban Urrutia Nevárez,esurne394@viajes.cl,kZ1obGQEv3w,esteban5837448,+56 2 3383 9220,24166148,,,Banmédica,Full time,2
Claudia Laureano Mondragón,claudia8772514@viajes.cl,DAZbooE9KRFSm,Claudiamondragón279,+56 2 4181 9196,12915980,,Nocturno,Fonasa,Part time,4
Nicolás Salgado Báez,nisabá861@viajes.cl,KTuBaZXw1K7Woj1,nicolás6195759,+56 2 3289 1238,14671762,,Nocturno,Banmédica,Part time,4
Anita Meraz Salazar,anita5912868@viajes.cl,0QgEZJUaoLl8I3a,Anitasalazar987,+56 2 5782 5966,14591293,,Nocturno,Banmédica,,8
Sra. Enrique Palomo Jurado,sra.1459233@viajes.cl,fvzLMkdYrSW39,srenpaju150,+56 9 2358 8560,23853968,,Diurno,Colmena,Full time,4
Martín Sánchez Badillo,martín6390573@edubus.cal,t36nR4Bj0J6B,martín1856895,+56 2 3030 3514,24948348,-1834,,,,6
Samuel Torres Calderón,satoca856@viajes.cl,OSTN3lF1kq,samuel6937393,+56 9 3830 2978,23911768,,Diurno,Consalud,Full time,6
César Garrido Casillas,cégaca281@viajes.cl,7pi73XtyXxH9Ios,césar9298886,+56 9 5728 2754,17519952,,,Consalud,Full time,7
Sra. María Cristina Sosa Montes,Sra.montes459@tourket.com,bTvp1C22gaFYR,sra.8108691,+56 9 6538 6624,10197453,,,,,7
Estela Monroy Matos,esmoma578@viajes.cl,gifNXg6f83Krgxg,estela4352534,+56 2 4017 4541,24788671,,Diurno,,Part time,0
Federico Domínguez Sánchez,fedosá946@viajes.cl,u1J3brgb,federico5589132,+56 2 7026 1273,20352501,,Nocturno,Consalud,Part time,K
Germán Santillán Iglesias,gesaig920@viajes.cl,R1tjZ6Jeuncd,germán7376414,+56 9 2942 8961,21827878,,Nocturno,Más vida,Part time,7
Agustín Rolón Enríquez,agustín2891970@viajes.cl,Ghm4WS6kYRh8,Agustínenríquez589,+56 2 8716 4232,12294097,,Nocturno,Colmena,Part time,7
Alfonso Maldonado Vallejo,alfonso9778876@viajes.cl,hZJV9Z05hgR,Alfonsovallejo992,+56 2 3827 8816,26531590,,,Banmédica,Part time,9
Sta. Lourdes Balderas Valenzuela,Sta.valenzuela184@viajes.cl,k8bPOhOcdm0,sta.457215,+56 2 8143 1700,13230651,,Nocturno,Banmédica,Full time,6
Vicente Carrillo Esparza,vicaes693@viajes.cl,qdq2iZf5z,vicaes971,+56 2 7187 0435,21928675,,Nocturno,Banmédica,Part time,9
Sra. Lorenzo Zapata Cepeda,Sra.cepeda378@viajes.cl,PS8v0sGU,srlozace685,+56 9 7855 1440,29597265,,Diurno,,,3
Sara Lozano Alonso,Saraalonso929@viajes.cl,TQyiW5ZFAwtSeS,saloal888,+56 2 1667 9072,19963675,,,Más vida,Full time,8
Manuela Casárez Nevárez,Manuelanevárez837@viajes.cl,uVSSmN57u11,manuela8489644,+56 9 9769 9253,28654450,,Nocturno,Consalud,Part time,9
Emilia Saiz Bermúdez,Emiliabermúdez819@viajes.cl,lKN0nV9w,emsabe577,+56 9 6335 7461,29485073,,Diurno,Consalud,Part time,2
Adela Alonzo Madera,adela7317294@viajes.cl,XZb57Oy7MD9V5,Adelamadera525,+56 2 7744 7639,23893240,,Nocturno,Colmena,Part time,8
Sta. Miguel Rodarte Abrego,Sta.abrego223@viajes.cl,cETxR2ZPO,sta.1878640,+56 9 9032 2378,13733443,,Diurno,Consalud,Full time,7
Luis Miguel Alarcón Campos,lumialca380@viajes.cl,lVaBtfya7d,Luiscampos579,+56 9 0809 1335,24632271,,Diurno,Banmédica,Full time,6
Hernán Gómez Torres,Hernántorres698@outluc.com,WU3QPlW8,hernán2023540,+56 9 6733 9835,21876567,,,,,K
Lourdes Villagómez Cortés,lovico890@tourket.com,Jc8krd1p,lourdes1617310,+56 9 6228 6643,19022212,-10048,,,,8
Ana María Naranjo Lira,ana2996618@viajes.cl,4iN6rS4cM,ana3041237,+56 9 9676 5198,12174837,,Nocturno,Banmédica,Full time,1
Sr. Alicia Montes Adorno,Sr.adorno886@viajes.cl,2nfb2n0hFShOk,Sr.adorno388,+56 2 3593 6865,17318032,,Diurno,Colmena,Part time,2
Francisca Delrío Abeyta,Franciscaabeyta645@viajes.cl,7NULJiS28k4w8,Franciscaabeyta763,+56 9 1857 6538,14108205,,Diurno,Colmena,Full time,1
Amalia Gálvez Villagómez,amgávi612@viajes.cl,R3v3XjxnCUK,amalia9848615,+56 2 4532 3164,19222540,,Diurno,Fonasa,Full time,K
Sra. Marisol Salazar Rendón,Sra.rendón695@viajes.cl,QNT0xb4gG8,srmasare923,+56 9 8607 6666,20600867,,Nocturno,,Full time,9
Sra. José María Mendoza Jaime,Sra.jaime757@viajes.cl,1YIvSO7vk,Sra.jaime817,+56 9 1243 3097,13830084,,Nocturno,Fonasa,Full time,6
Sra. Francisca Orellana Varela,Sra.varela141@viajes.cl,QIpSD4usD8DYQtm,sra.9937882,+56 2 4097 7459,24227547,,Nocturno,,Full time,0
Sr. Virginia Gaytán Castro,sr.3331282@viajes.cl,fuATg4TTU,srvigaca610,+56 9 8141 5870,18143555,,Diurno,Fonasa,Full time,0
Susana Gálvez Serrato,Susanaserrato707@outluc.com,5oMquoS5p9WqtbP,Susanaserrato832,+56 9 1582 3377,20728756,-16195,,,,3
Ricardo Cano Magaña,ricardo4847308@viajes.cl,Ye1SDt2Y,ricama601,+56 2 9820 2748,17295076,,Diurno,Colmena,Full time,0
Leonor Llamas Menchaca,leonor6694280@wass.com,tOYqQhT70ODUiT,leonor2656850,+56 2 9703 0703,18977260,-8081,,,,2
Carmen García Sandoval,cagasa796@viajes.cl,F1JgEJ3cpy,cagasa985,+56 2 6339 6562,21575541,,Nocturno,Colmena,Part time,K
Andrea Trejo Cabrera,antrca772@viajes.cl,jznLRFdH2,Andreacabrera492,+56 2 4436 3703,27499826,,Diurno,Colmena,,1
