panorama_id,nombre,edad
135829,Sra. Federico Bravo Aguilera,-85
135829,Sra. Manuela Toledo Martínez,-92
135832,,80
135833,Florencia Corona Becerra,-23
135833,,58
135833,,64
135834,Sra. Ramiro Valadez Bañuelos,-44
,Lorenzo Ferrer Santiago,
135834,,94
135834,Tomás Vela Reséndez,-37
,Sra. Alejandro Barrios Aparicio,-70
135835,Sra. Pedro Guerrero Gamboa,-87
135836,Marilu Medrano Santana,-27
135836,Guadalupe Delarosa Mota,-24
135836,,88
135848,Ariadna Farías Montoya,-46
,Timoteo Baca Escalante,69
,Javier Zamudio Delgado,51
135851,,66
,Sra. Pedro Zambrano Montez,85
135852,,94
,José María Galindo Bonilla,105
,Sr. Jesús Meza Domínquez,93
135855,Federico Delapaz Escalante,-92
135856,,4
135857,Sra. Hernán Ceballos Holguín,-16
,Sra. Vicente Muro Madera,109
135858,,
135858,Isabel Narváez de Anda,-37
,Miguel Ángel Sierra Mares,83
135862,,48
135862,,87
135862,Ana Luisa Sanabria Pérez,-6
135863,,41
135863,,-96
,Carolina Colón Rodríguez,104
135875,,24
135876,,81
,,45
,,108
135883,Sta. Maricarmen Jaimes Esparza,-26
135883,Nicolás Ferrer Gaona,-96
135884,,79
135887,,29
135891,Cecilia Agosto Vásquez,-54
135897,,22
135898,Sr. Victoria Valdivia Guerra,-56
,Jerónimo Linares Aguirre,8
,Diana Coronado Flórez,3
135900,,77
,Mayte Jurado Saavedra,40
135906,,
135906,,37
,Marcos Gaona Urbina,23
135912,,81
135913,Elena Granados Mejía,-7
135922,,-21
135922,Antonio Naranjo Quesada,-49
,Bernardo Saldivar Segovia,55
135927,,33
135933,Pedro Ramírez Armas,-45
,Rubén Tejeda Maestas,73
135938,,57
135939,Ana María Yáñez Rodrígez,-26
135940,Benjamín Llamas Carreón,-83
135942,,95
135942,Sta. Diego Mares Arias,-22
,Mario Camarillo Lozada,-43
135953,Leonor Arredondo Cabán,-67
135955,,91
135955,Sta. Lorena Salazar Chapa,-54
,Clara Arevalo Sepúlveda,58
135959,,6
,Sr. Cecilia Brito Santacruz,-38
,Óscar Madrigal Montaño,76
135962,,32
,Andrés Castañeda Meraz,65
135967,,-81
135967,Bernardo Quintanilla Ybarra,-45
135971,,13
135971,Silvia Trejo Saavedra,-58
135971,Sta. Juan Carlos Lugo Aguilera,-21
,Mayte Sierra Aparicio,67
,Sr. Cristian Merino Ortiz,101
135981,José María Vallejo Olivas,-73
,Sra. Víctor Griego Villareal,71
135982,Marcela Valdés Saucedo,-34
135982,Teresa Mercado Baca,-65
,Beatriz Véliz Campos,20
,Claudio Rosado Arguello,28
135995,,67
,Sra. María Teresa Vanegas Vanegas,38
,Sta. Teodoro Deleón Rentería,75
136002,Sta. Hugo Arteaga Solorio,-34
136005,,67
136007,,63
,José Eduardo Benavides Medrano,-14
136008,,
,Hernán Bañuelos Carrera,60
136008,Elvira Soria Saldivar,-109
,Sr. Irene Sáenz Cortez,57
136009,,71
136009,Sra. Julia Montemayor Godínez,-45
,Cristina Chavarría Gil,
,Homero Barrios Mojica,82
,Cecilia Linares Monroy,76
136031,,74
,Gonzalo Colón Olivo,110
136032,,97
136034,,70
136034,,76
136036,José Castellanos Guzmán,-32
136039,,92
136039,,99
136040,Esperanza Fajardo Espinal,-30
136040,,
136041,,-81
,Mayte Rivero Alvarado,28
136042,Óscar Cardenas Romo,-44
,Pablo Atencio Madera,44
136047,María del Carmen Patiño Gamez,-31
,Sta. Benjamín Fajardo Garibay,67
136052,,27
136053,María José Bétancourt Pichardo,-84
,Julio César Mota Montenegro,84
136062,Diego Lemus Aranda,-46
136069,,84
136070,Lucas Armas Quiñones,-100
136070,María Teresa Cabrera Acuña,-96
,Sta. Gustavo Nájera Manzanares,88
,Miguel Ángel Ávalos Sarabia,
,Micaela Orta Galván,70
,Ignacio Delacrúz Robles,21
,Olivia Delgado Hernández,21
,Graciela Ibarra Barreto,55
,Hugo Madrigal Iglesias,22
,,53
136076,,25
136076,,31
,Alberto Feliciano Lovato,71
136077,Manuel Vela Reyes,-64
136078,,
136078,,46
,Victoria Granados Ayala,69
136079,,5
136079,María Eugenia Niño Espinosa,-81
136079,,
136083,,99
136083,,51
136083,Sara Meraz Gastélum,-35
136084,Sr. Barbara Villegas Salcedo,-96
136084,Mariano Olivo Herrera,-13
,Santiago Borrego Paz,110
136086,Juana Casillas Aragón,-33
136091,,46
,Sta. Sofia Lomeli Villarreal,103
,Alfredo Carmona Collado,24
,Rosalia Olivas Partida,44
136099,,11
136100,,33
136100,,14
136101,Sra. Enrique Flórez Escamilla,-96
136105,Sra. Leticia Paz Chávez,-94
136108,,60
,Ramón Solorzano Trujillo,29
,Enrique Palomino Rojas,95
,Víctor Ramón Montes,3
136117,,5
136118,Beatriz Márquez Guajardo,-95
136124,Gilberto Uribe Gálvez,-44
136124,,34
,María Soledad Elizondo Robles,23
136124,Norma Herrera Beltrán,-94
,Julio Sierra Lozada,88
136135,,49
136136,,86
136147,,6
136148,,89
136148,Natalia Valladares Ulibarri,-93
,Norma Méndez Ochoa,-74
,Sergio Paz Aponte,44
136158,,4
136159,,
136159,Sra. José María Salas León,-43
136159,,34
136159,Germán Montaño Rivera,-32
,Débora Arteaga Miramontes,52
136160,,7
136163,,95
136169,Agustín Escobar Tamayo,-71
,Pablo Briseño Espinosa,74
136170,,89
,Adriana Ybarra Pichardo,88
136170,,95
136170,,110
136171,María Cristina Berríos Luna,-69
,Germán Barraza Olvera,24
136171,,28
136171,,28
136172,,-35
,Cristobal Balderas Garica,30
,María Elena Jurado Sepúlveda,99
136177,José Luis Armas Zayas,-76
,Elsa Ferrer Porras,62
,Sra. Emilio Batista Valencia,12
136189,Lorenzo Solano León,-71
136190,,11
,María Sauceda Gracia,105
136191,,40
136195,,79
136199,,56
136205,,50
136208,Silvia Olivera Navarro,-26
,José Saiz Bernal,20
,Julio César Escobedo Arredondo,27
,Sra. Catalina Jurado Madrigal,79
,Cecilia Ceballos Aragón,37
136222,Sta. Jesús Porras Esquibel,-88
,Ricardo Ulloa Almaraz,13
136228,,6
,Eva Pulido Escobedo,
136234,,15
,Pablo Malave Fonseca,21
136235,Juan Carlos Ybarra Botello,-73
136236,Marta Valadez Zamora,-25
,Débora Coronado Piña,109
,Norma Tamez Navarrete,29
136243,,34
,Dorotea Vargas Muñiz,69
,David Almonte Mayorga,82
,Gerardo Matías Cadena,22
136244,,-19
,Alberto Adame Heredia,37
136253,,98
,Víctor Alcántar Urbina,-15
136258,,-60
,Javier Maestas Escalante,
,Sta. Lorenzo Terán Olmos,7
136264,Víctor Paz Beltrán,-55
136264,Hernán Saldaña Lucero,-51
,Antonia Mares Toledo,19
136268,,93
136268,,94
136275,,27
136275,,40
,Cristobal Solorzano Crespo,12
136279,,
136279,,64
,Margarita Porras Nava,108
136292,Roberto Valdivia Santacruz,-72
136293,,38
,Catalina Rodríguez Zapata,53
,Sta. Lorenzo Mares Roque,103
136311,José Luis Zambrano Feliciano,-91
,Joaquín Terrazas Rodríquez,10
136314,,74
136320,,41
,Lucas Mora Santacruz,51
136322,,40
136323,Sr. Patricio Urías Flórez,-32
,Sra. Carlota Quintana Garza,43
136328,,
,Marta Corona Saavedra,21
136333,Samuel Escobedo Cervántez,-50
136341,Rebeca Aranda Puga,-43
,Susana Zambrano Curiel,63
136342,,74
,,69
136345,Josefina Olivárez Alarcón,-11
136360,Santiago Rangel Barrientos,-26
,Francisco Acuña Maestas,46
,Conchita Regalado Córdova,15
,Sr. Óscar Quintana Pichardo,88
136367,Sta. Ariadna Lozano Peralta,-62
136367,,39
136368,Salvador Malave Rentería,-103
,Sra. María del Carmen Vargas Manzanares,-32
136368,,65
136369,,17
136373,Horacio Gutiérrez Gastélum,-63
136376,,
136383,Homero Mascareñas Benavídez,-48
136384,Alejandro Viera Mojica,-64
,Vicente Alonso Marroquín,76
136386,,10
136386,,54
,Sr. Mario Loya Montañez,-47
,Ana Briseño Otero,46
,Salvador Briseño Trujillo,34
,Raúl Munguía Quezada,45
136394,,76
136395,,23
136396,Claudia Tejeda Rojas,-46
136401,,54
136401,Jesús Benavídez Gastélum,-87
136401,,68
,Clara Alicea Limón,86
136402,,63
,Cristobal Ureña Puente,47
,Mayte Guajardo Barrera,58
,Sta. Clemente Delapaz Palomino,108
136404,,80
,,27
136405,,78
136405,,108
,Guillermo Márquez Carrera,51
136405,Lucas Santiago Dávila,-108
136410,,68
136410,Luis Miguel Montañez Vergara,-66
136411,,83
136412,,50
,María Teresa Aguilera Borrego,19
,Alejandro Romero Almanza,43
,Jacobo Olvera Alejandro,
136427,Verónica Briseño Jáquez,-23
,Sra. Débora Escobedo López,
136427,,52
,,54
,Federico Espinosa Marroquín,
136437,Vicente Salazar Fuentes,-52
,Sr. Norma Ybarra Ureña,62
136442,Cristobal Casanova Samaniego,-108
,Gabriela Delvalle Alvarez,60
136447,,66
136448,,91
136451,Jacobo Mireles Arenas,-7
136454,Sofia Alva Perea,-66
,Armando Sevilla Vargas,29
136456,Francisca Palacios Meza,-51
136459,Mayte Patiño Cornejo,-31
136459,,13
136466,María del Carmen Sánchez Pichardo,-20
136467,Sta. Horacio Baca Regalado,-43
,,105
136467,,92
136467,Teodoro Granado Gallegos,-56
136480,Guadalupe Gutiérrez Meza,-88
136480,,67
136483,,
,David Solís Nevárez,10
136487,Patricio Sierra Ávila,-98
136488,,7
136489,,81
136490,,94
136490,,9
,Daniela Girón Nazario,60
136497,,18
136504,,-83
136507,,108
,Germán Saavedra Roybal,
136510,,77
136510,Javier Gamez Bétancourt,-81
136510,Adela Padilla Sotelo,-52
,,53
,Daniel Salinas Gonzales,104
,Francisca Pineda Anaya,85
136512,,48
,Mercedes Delafuente Orosco,83
136513,Daniel Batista Fierro,-23
,Eloisa Rivas Barraza,40
136514,David Alva Rocha,-64
136518,Elisa Arroyo Carbajal,-92
136518,,106
,Víctor Palomo Gastélum,-39
,,106
137610,,25
,Débora Tafoya Delgado,80
137610,,53
136533,,51
136534,,96
136534,,66
,,51
,Clemente Nava Benítez,-67
,Adán Sanabria Nazario,35
136542,Miguel Ángel Borrego Barreto,-29
,,84
136543,,
,Ignacio Pérez Segovia,17
136544,Sta. Jacobo Rubio Dávila,-7
136544,Sr. Lilia Perales Posada,-84
,Mateo Arce Tirado,49
,Óscar Barragán Adorno,79
,Sta. Reina Naranjo Casárez,69
,Sta. Benito Córdova Saldaña,3
136546,,83
,Clemente Valadez Gil,8
136551,Patricio Chávez Briones,-108
,,12
,Pablo Canales Calvillo,55
,,89
,Sta. Anita Galván Mateo,64
136559,Germán Lerma Treviño,-33
136560,,40
136560,Julia Hernández Véliz,-63
,Julio Muñoz Gaitán,17
136562,,9
136562,,100
,Hugo Rodríguez Aparicio,98
136566,,102
136567,,16
136567,Miguel Ángel Urbina Jaramillo,-98
136569,,16
,Tomás Gallegos Lucero,62
,Claudio Meléndez Guzmán,34
136574,,32
136576,Sr. Gabriel Soria Castañeda,-110
,Cristobal Alonso Godínez,11
136576,,83
,Carolina Amaya Granados,86
136577,,106
136578,,75
136578,,61
,José María Narváez Orozco,20
136584,,96
,Magdalena Beltrán Pedraza,107
136585,,56
136586,,65
136586,Sr. Ariadna Fuentes Sánchez,-43
136586,,19
,Sra. Mario Carrera Menchaca,28
136586,,
,Lorena Olivas Sandoval,
136589,,99
136589,Sofia Carreón Salgado,-106
136593,Elisa Puga Grijalva,-59
136593,Cristobal Domínquez Quiñónez,-45
136597,,73
136597,,69
136598,,83
136599,,3
,,34
136605,,101
136605,Gustavo Saldaña Hernandes,-86
136607,,11
136608,,85
136613,,
,Emilia Abrego Borrego,60
,Samuel Arroyo Zepeda,-78
136621,,96
136621,,71
,Mariano Bañuelos Merino,11
,Silvia Cabán Ochoa,84
,Amalia Tejada Peralta,76
136625,,101
136625,,24
136626,Sta. Norma Vigil Muñiz,-94
136626,,44
136627,Susana Delapaz Hernández,-52
136627,,3
,Guillermina Camacho Navarrete,
,Ricardo Nájera Solano,103
136639,Sancho Tamez Ulloa,-105
136640,,
,Sr. Cristian Toro Maestas,42
136646,José María Hinojosa Noriega,-64
136647,,29
136677,,30
136677,José Eduardo Bétancourt Badillo,-40
136677,,87
,Clara Centeno Niño,95
,Alberto Delatorre Ríos,-40
136661,David Guerrero Medrano,-70
136661,Antonio Maldonado Otero,-101
136662,,
,Lorena Lugo Lucero,53
136671,,30
136671,Daniel Gastélum Amaya,-33
,Esteban Robledo Sedillo,8
136672,Miguel Franco Delrío,-50
136672,,9
136672,,13
136678,Julia Bravo Medrano,-83
,Jerónimo Jasso Galindo,15
136679,,
136679,Ernesto Cortés Banda,-33
,Margarita Pagan Ramón,65
136699,María José Alaniz Campos,-71
,Andrea Paredes Pichardo,28
136700,,101
136701,Sra. Micaela Duran Ramos,-52
136702,Sra. Germán Duran Quiñones,-79
,Lilia Pichardo Lugo,49
,Carlos Sevilla Delafuente,68
,Susana Tijerina Galindo,61
,Mateo Valdez Laureano,-21
,Elvira Llamas Montemayor,71
136722,,
136723,,23
,Caridad González Corrales,104
136724,Jaime Maldonado Fonseca,-65
,Berta Canales Gil,73
136735,Antonio Ozuna Adorno,-18
136735,,41
,Guadalupe Cantú Quiroz,58
136740,,61
,Sta. David García Tórrez,36
,Andrea Uribe Rincón,100
136741,Vicente Hernández Rivas,-39
136742,,19
,Guillermina Altamirano Anguiano,107
136750,,26
,Lucas Tafoya Pantoja,48
136757,,23
,Sr. Margarita Ponce Rincón,-86
136758,,68
,Marta Saucedo Villareal,21
136759,Sr. Hernán Bañuelos Toledo,-76
136759,,94
136760,,108
136760,,37
,Lucas de Jesús Villanueva,62
,Guillermo Colón Sosa,72
,Mercedes Acosta Arriaga,34
,,42
136765,José Emilio Quiroz Hernández,-54
136769,,27
136771,,50
,Octavio Alaniz Reyna,88
136779,,62
136780,Lilia Serrano Prado,-33
,Beatriz Robles Ybarra,17
136781,,68
,Nicolás Ávila Ybarra,13
,Mariano Camarillo Cisneros,70
136792,César Quiroz Botello,-79
136792,Antonio Duran Gamboa,-67
,Amalia Cotto Muro,85
136796,,9
136800,,18
136801,Guadalupe Leal Ibarra,-94
136801,,71
136805,Sra. Ana Camarillo Collado,-105
,Lilia de Jesús Dávila,85
136805,José María Saucedo Contreras,-63
,Sr. Emilio Parra Rolón,47
,Alicia Quintero Estévez,71
136807,,91
136813,,28
,Beatriz Padrón Cotto,88
136829,,
136829,Gustavo Acosta Villanueva,-9
,Roberto Saldivar Díaz,
136832,,54
,Santiago Sevilla Olivas,107
,Miguel Ángel Zelaya Cardona,-86
136849,,86
136853,,23
136856,,89
136856,Ester Santillán Mojica,-34
136860,,40
136860,Martín Pagan Garibay,-40
136860,Ana María Ulibarri Cornejo,-55
136861,Sr. Esperanza Ornelas Linares,-57
,Gabriela Segovia Macías,67
,Diego Sedillo Zambrano,82
136864,,32
136873,,100
,Marcos Soria Guevara,32
,Amalia Rincón Alarcón,17
136892,,34
136894,,100
136894,,97
,Amalia Bravo Águilar,36
,Sr. Nicolás Benavídez Escalante,46
136895,Sta. Rosario Candelaria Linares,-21
136899,,84
136900,Eloisa Maestas Griego,-97
136901,Hernán Pichardo Cerda,-78
136901,,92
,Pablo Lucero Orosco,50
,Sta. Eduardo Armas Padrón,
136907,,13
,Jesús Carrera Valdés,68
,Magdalena Menéndez Mateo,100
136911,,82
136915,,85
136923,José María Noriega Gil,-110
,Rubén Sandoval Garrido,60
,,93
,Catalina Lemus Polanco,69
,Martín Prieto Barrera,9
136933,Armando Baca Ornelas,-32
136935,,46
,Ernesto Muñiz Herrera,6
,Cristian Adame Murillo,74
,Barbara Marrero Chávez,29
,Mariano Rodrígez Rael,7
137058,,86
136964,Mariano Cuellar Razo,-8
136967,,101
136976,,-57
,Alejandra Tafoya Duarte,99
,Mónica Orta Ferrer,47
136977,Catalina Carrillo Sedillo,-70
136977,,51
136978,,10
136978,Rosa Luevano Herrera,-7
136979,Timoteo Herrera Cabán,-40
136979,Sta. José Emilio Rangel Esquivel,-78
,Irene Ulloa Rodrígez,85
136979,,89
136980,,72
,Estela Quiroz Viera,78
,Ana Brito Carrion,90
136984,,11
136985,Juan Carbajal Carbajal,-74
,,12
136986,,
136990,Gilberto Cabán Merino,-71
136991,,58
136992,Sofia Fonseca Salcedo,-58
137002,,75
137009,Bernardo Venegas Negrete,-40
137010,,31
,Sta. Elena Mejía Morales,85
,Yolanda Covarrubias Prieto,90
,Gonzalo Sisneros Medrano,74
,Mateo Salinas Duarte,106
137049,,20
137049,Sra. Lorenzo Tijerina Gallardo,-56
,Teresa Vela Cotto,106
,Sta. Virginia Deleón Cuellar,53
,Juan Benavídez Deleón,64
,Antonio Tamayo Crespo,35
137052,Ignacio Trejo Sáenz,-107
,Ricardo Madera Gaitán,103
137056,,83
,Roberto Ortiz Esparza,54
137057,,11
,Benjamín Acosta Arredondo,94
,Mónica Rosales Ochoa,95
,Horacio Chacón Zamudio,91
137066,,110
137068,Sra. Benito Salas Soto,-44
,Dolores Bañuelos Linares,63
137072,Leticia Alvarez Villaseñor,-7
137072,,106
137073,,57
,Gustavo Orellana Mateo,26
,Sra. Dorotea Urrutia Navarro,69
137081,Lilia Pabón Arevalo,-60
137081,,19
137081,,100
,Raúl Godoy Arias,52
137083,Sr. Adriana Tovar Pérez,-34
137083,,95
137086,Sr. Samuel Orta Monroy,-22
137086,Arturo Cabrera Segovia,-40
137093,Andrés Vergara Cortez,-51
137096,,35
,Pilar Jasso Montaño,72
137101,Alejandra Enríquez Arellano,-107
137102,,36
,Sra. Elisa Cardona Aponte,72
,Joaquín Cervantes Reyna,27
137103,,5
137105,Agustín Zayas Fuentes,-80
137105,Jorge Luis Montoya Salas,-58
137105,,81
137108,Sta. Sofia Pizarro López,-10
,Graciela Medrano Pelayo,53
137115,,100
137116,Bernardo Coronado Castellanos,-105
,Sra. Débora Aguirre Aguayo,102
137116,,84
137116,,8
137117,,81
137117,Luis Miguel Cardenas Núñez,-80
137118,,101
,Tomás Velásquez Sandoval,28
,Horacio Beltrán Páez,32
,Amalia Ocampo Rosas,46
,Emilio Sepúlveda Lemus,56
137123,,5
137127,,13
,Carolina Godínez Bueno,74
137133,,18
137134,,-52
,,47
137134,,-25
137134,,5
137135,,88
,,
137136,,
,Raúl Vanegas Segura,72
137141,Julio Banda Hinojosa,-44
,Hernán Rangel Arroyo,
137142,,88
137144,Hugo Mares Porras,-84
137148,,55
137164,Elena Escobedo Archuleta,-20
,Javier Ordóñez Zúñiga,20
,Sr. Sergio Cotto Montes,65
,Patricio Noriega Verdugo,62
137166,,105
,Sta. Gabriela Puente Armijo,10
137166,,110
137168,,75
,Ernesto Ávalos Prado,18
,Margarita Ocasio Olmos,109
,Daniela Salinas Salazar,
,Barbara Cano Morales,33
137179,Amalia Prado Velásquez,-73
137179,,20
,Laura Mireles Carreón,96
,Rebeca Miramontes Tello,47
,Óscar Caballero Abeyta,25
137199,,103
,Sr. Ramona Sandoval Valdez,82
,Julio Batista León,22
,Lorena Contreras Carreón,41
137200,Sta. Jaime Pantoja Sepúlveda,-28
,Sancho Escamilla Rolón,
137201,Tomás Garibay Suárez,-106
137203,Sra. Ana Esquibel Marín,-93
137208,Cristian Camacho Rendón,-59
,,-67
137209,,18
137222,,87
,Juana Saiz Henríquez,21
137225,Carla Anaya Grijalva,-89
,Marta Maldonado Escobedo,54
137231,Sta. Silvia Valenzuela Mejía,-87
,Adela Brito Covarrubias,10
137234,,89
,Armando Aparicio Mota,72
137235,,21
137235,Sra. Diego Ibarra Piña,-24
137235,,77
137239,,
,María del Carmen Riojas Verduzco,22
137244,Adán Santillán Alvarez,-79
137244,,-53
137245,,82
,Ramón Mares Garibay,
137246,,103
137246,,75
137249,Sra. Elena Juárez Archuleta,-103
,Ana Abeyta Olivo,
,,90
137254,Sofia Samaniego Garibay,-14
,Lorenzo Valdez Mireles,84
,Rafael Munguía Casas,103
137256,Manuel Barrios Arroyo,-51
,Martín Limón Galarza,81
,Alberto Franco Gamez,60
137268,,69
137269,Sonia Mena Madrigal,-56
137276,Roberto Bustamante Perales,-33
,Sra. Catalina Juárez Heredia,27
137277,,53
137287,Mercedes Segovia Nazario,-20
,Benjamín Lemus Toledo,96
,,31
,Sra. Alberto Delrío Altamirano,-41
137288,Emilia Munguía Longoria,-84
,Sta. María Negrón Piña,59
137291,,78
137291,,44
137302,,110
137307,Claudio Fajardo Rocha,-110
137312,,17
,,101
,Yolanda Figueroa Briseño,72
137316,,51
137323,Rosa Canales Gracia,-72
137324,,63
,Sr. Pablo Escobar Garica,39
137328,Jacobo Corral Adorno,-68
137329,,83
137330,Sra. Virginia Armendáriz Castañeda,-108
,María Teresa Zayas Castañeda,95
137332,,-94
137341,Francisca Pelayo Rincón,-20
137341,,38
137344,,69
,Nicolás Arenas Carmona,14
137351,Julio Alonso Mora,-109
137351,Armando Calderón Hidalgo,-37
,Sofia Mejía Vigil,72
,María Soledad Portillo Delatorre,78
,Sra. Jacobo Portillo Ceja,82
137356,,41
137356,Pilar Toledo Rincón,-80
137357,,23
,José Eduardo Bernal Delvalle,5
137362,,94
137362,Emilio Almanza Apodaca,-110
,Soledad Saiz Valverde,75
137365,Timoteo Vega Monroy,-16
,Santiago Romo Abreu,106
137366,,30
137366,Cristobal Calvillo Caballero,-22
137366,Barbara Rivas Avilés,-100
,Sr. Marilu Castro Echevarría,67
,Luisa Rosas Pelayo,108
,Rosa Mateo Colón,77
137379,Jacobo Corrales Fernández,-6
,Berta Madrid Villanueva,19
137380,,29
137381,,93
137382,Sta. Luisa Godoy Águilar,-10
,Joaquín Arce Gálvez,78
137383,,96
,Sta. Victoria Atencio Montenegro,72
137390,Jerónimo Cotto Cadena,-91
137390,,41
137391,,109
,María José Bonilla Atencio,59
137392,,92
,Eduardo Burgos Arreola,68
137393,Adela Ornelas Caldera,-97
137393,,80
137402,Mariano Santana Cervantes,-74
138321,,74
138321,,6
,María Luisa Hernández García,56
,Mónica Hurtado Medrano,14
137430,,104
,Natalia Frías Cantú,92
137435,,89
137438,Juan Rosario Verduzco,-97
,David Núñez Loera,66
137446,,10
,Ariadna Bermúdez Puga,77
,Adán Carvajal Malave,10
,Hugo Villanueva Cotto,
137456,,16
137457,Lilia Venegas Perea,-24
,Olivia Merino Delgado,36
,Reina Solorio Collado,29
,Adriana Camarillo Rosado,50
,Sta. Pablo Alcántar Girón,94
137466,,54
137470,,105
,María del Carmen Botello Acuña,38
,Javier Solorzano Blanco,43
,Marco Antonio Otero Becerra,77
137474,Arturo Ruiz Reséndez,-40
,Julio César Trujillo Tamayo,31
137479,Juan Córdova Girón,-43
137480,,106
,Sr. Luis Miguel Niño Beltrán,-106
,Sta. Alicia Santillán Oquendo,
137497,,8
,Rodrigo Rascón Morales,39
,Sr. Agustín Almanza Elizondo,41
,Marco Antonio Rodríquez Montez,37
137499,Luis Miguel Cadena Sepúlveda,-99
,Carolina Quiroz Yáñez,-89
,Catalina Aparicio Borrego,70
,Manuel Urbina Guillen,53
137500,,104
,Adán Escamilla Gollum,34
137501,Nicolás Haro Alanis,-13
137584,,92
137511,Nicolás Colunga Fierro,-86
137512,,105
137512,Rosario Alonso Carrasquillo,-94
,Yolanda Ybarra Briones,77
,Josefina López González,15
137513,,29
137514,,49
,Gerardo Espinosa Adame,33
,Lucas Robledo Valdés,14
,Juan Carlos Martínez Guzmán,
137536,Yolanda Paz Arce,-79
137544,,8
,Sta. Gonzalo Jimínez Solorzano,22
137547,Gustavo Agosto Araña,-58
137548,,
137556,,74
137564,,34
137569,Timoteo Narváez Macías,-73
137572,,45
,José Eduardo Olivo Mares,89
,María Elena Esquibel Meraz,
137583,Barbara Oquendo Maya,-110
137587,,
,,11
137590,Sta. Blanca Carrero Marín,-80
,Sra. Federico Huerta Rendón,18
,,30
137601,Adela Henríquez Noriega,-71
,Gustavo Cornejo Alejandro,-101
,Sr. Ana María Longoria Nieves,67
,Sta. Gonzalo Gómez Amador,45
137616,María Negrete Marroquín,-31
137617,Sra. Benito Puente Varela,-79
,Sta. Jerónimo de Anda Gollum,109
,Catalina Negrete Casanova,47
137629,,5
,Julio Olivares Sisneros,20
,,69
137633,,12
137637,Manuela Castro Trejo,-32
137637,,76
137638,,3
137638,,9
,Daniela Vera Roldán,-61
,Clemente Téllez Estrada,106
137640,,40
137640,,75
137640,Leticia Esparza Reséndez,-110
137640,Sra. Maricarmen Ramos Gastélum,-25
,Dolores Galindo Alcántar,83
,Mercedes Almonte Cisneros,74
137651,Mariana Estévez Pabón,-54
,Roberto Canales Ramos,43
137660,,77
137662,,83
137663,,91
137663,,-57
137663,,64
137665,,46
137665,Mateo Corrales Llamas,-45
137671,Verónica Delrío Cadena,-63
137671,Vicente Delatorre Rincón,-14
137672,,56
,Daniela Lozano Jaime,-65
,David Carrero Barreto,46
,Ramón Anguiano Canales,-41
,Sr. Alberto Berríos Quintana,22
137675,Gerardo Casares Lozano,-30
,Horacio Naranjo Salgado,10
,,105
137686,Dolores Carrasco de Anda,-54
137688,Santiago Orta Ceballos,-90
137689,,95
137694,Débora Narváez Rojas,-91
,Alejandra Roybal Nájera,79
137700,,
,Sr. Inés de Anda Águilar,-79
,Hernán Posada Ortiz,34
137701,,19
137707,Sra. Juana Mendoza Longoria,-26
,Clara Ortega Alonzo,73
137714,,
137715,,89
137720,,-18
137720,,59
,Claudio Valdez Luna,-82
137721,Jaime Benítez Carvajal,-21
,Sta. José María Zavala Véliz,76
137721,,25
,María Elena Marroquín Reyes,55
,Rocio Cabán Estrada,85
137737,Reina Negrón Medina,-58
137738,Josefina Mercado Villalpando,-104
137741,Andrés Lomeli Padrón,-106
137741,Claudia Vergara Griego,-70
137742,,32
,Sta. Lucia Carrero Cuellar,7
137744,,40
137745,Hugo Rosales Salgado,-6
137745,Rosalia Caballero Matías,-109
137750,Sra. José María Melgar Granados,-67
,Dorotea Angulo Galindo,55
,Emilio Zelaya Grijalva,11
,Sta. Claudia Quiñónez Salazar,105
137753,,
137765,,3
137766,Blanca Olivo Perales,-96
,Sr. Octavio Chapa Burgos,51
,Rebeca Armendáriz Ulibarri,
,Sra. Esteban Nieto Alonzo,24
137768,,11
,Soledad Ponce Laureano,80
137769,,53
137797,,67
,Juan Nájera Madrigal,-22
,,
137801,Emilio Zapata Arevalo,-80
,Jorge Luis Uribe Bernal,53
137802,,64
137806,,68
,Sta. Patricio Alcaraz Bañuelos,38
137810,,38
,Benito Jáquez Cabrera,103
137821,Sra. Alberto Molina Barraza,-53
,Sara Castro Lozada,53
137824,,61
137829,José Eduardo Miranda Perea,-28
137831,,
137843,,
,Eva Esquibel Medina,71
137853,Marisol Peralta Montes,-70
,Homero Carmona Pelayo,
137854,,85
137854,Juana Montoya Serrano,-109
137855,,90
,Sr. César Sosa Mata,86
137859,Rosalia Banda Miramontes,-76
137859,,17
137866,,51
137866,Vicente Nava Briones,-95
,Lorenzo Araña Ríos,4
,José Eduardo Bonilla Nieto,-6
137867,Anita Collazo Barela,-39
,Sr. Óscar Otero Alanis,50
137868,,31
137868,,107
,Ana María Dávila Caraballo,14
,Teodoro Madera Bétancourt,
137869,,71
,Yolanda Guajardo Cordero,67
137870,,50
137871,Barbara Guillen Correa,-96
137871,Olivia Sevilla Gutiérrez,-26
137874,,72
,Agustín Carreón Jaramillo,
137881,,5
137881,Jorge Luis Carvajal Menchaca,-59
,María Luisa Pizarro Olivera,96
,Claudio Alcala Valladares,51
137885,Jerónimo Medina Vera,-6
137885,Pablo Gonzales Mares,-86
137885,Armando Ybarra Corral,-28
137886,Hernán Guajardo Saucedo,-51
,Claudio Castañeda Mejía,68
137893,,59
,,96
,Gustavo Urbina Saavedra,62
137895,Francisca Osorio Alva,-61
,Sr. Lola Lozada Nava,97
137901,,71
