nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Mariano Henríquez Perea,Marianoperea654@outluc.com,0sZ0ex8OKPZaQ,mariano8232593,+56 2 2793 8901,,,,,,
Sra. Luz Águilar Montoya,srluágmo560@edubus.cal,7c73nX4mbcifRTjn,,+56 2 3070 3500,10750227,7262,,,,0
Andrea Valladares Curiel,andrea6878927@viajes.cl,lW2i3TTj,anvacu553,+56 9 2429 9956,,,Nocturno,Consalud,Full time,
Adriana Saavedra Villanueva,Adrianavillanueva830@wass.com,eNTW8JJ3pmY6,adriana7138615,+56 2 7776 1067,8845808,5530,,,,7
Maricarmen Sedillo Nieto,maricarmen721553@viajes.cl,bswNTNng36U,maseni301,+56 2 2983 9805,6878706,,,Banmédica,Part time,8
Lorena Lemus Alejandro,lorena2481523@viajes.cl,JEGoHimG2HiB1S,loleal992,+56 2 6785 9051,2802920,,Nocturno,Más vida,Part time,9
Sra. Mercedes Portillo Cerda,Sra.cerda537@viajes.cl,GhcaMKKwCRNV95M,sra.5783697,+56 2 1899 8489,8342133,,Nocturno,,Full time,9
,Sr.tovar378@viajes.cl,b1wRHhIe,srtidejeto110,+56 2 1606 9964,-9295048,,Nocturno,Fonasa,Part time,4
Mariano Calderón Escalante,mariano1060145@viajes.cl,V6hty14HzsvR,mariano4366660,+56 2 4855 7161,6812731,,Diurno,Consalud,Full time,9
Marta Gracia Ceballos,marta4893200@wass.com,EkQA7cDJvKB09,magrce794,+56 2 4149 8332,8584303,5724,,,,6
Teodoro Carbajal Zambrano,teodoro9610429@viajes.cl,lDm70v8VBRkx4Bg,Teodorozambrano750,+56 2 9849 3321,5226298,,Nocturno,Consalud,,4
Sancho Benítez Bonilla,Sanchobonilla235@viajes.cl,x7jiF6RYFFY,sabebo341,+56 9 1929 5658,4701442,,Nocturno,Fonasa,,5
,federico730182@edubus.cal,yFwZWr8i,federico9950609,+56 2 7527 3666,19008412,0,,,,4
Cristina Vallejo Delatorre,Cristinadelatorre259@viajes.cl,DJjVm0vv,Cristinadelatorre900,,-18008479,,Diurno,Fonasa,Full time,7
,sramgalo790@viajes.cl,7K29d5YJ5qxlLyC,sr.9378875,+56 9 3682 3542,24681620,,Nocturno,Colmena,Part time,4
Gilberto Guevara Corral,Gilbertocorral449@edubus.cal,L7hsN7P7C,,+56 2 0411 9292,-7924634,2988,,,,4
Rocio Espinosa Muro,Rociomuro732@viajes.cl,rkRv5JrX1eCp,Rociomuro395,+56 9 9921 4896,1559796,,Diurno,Fonasa,Part time,8
María del Carmen Cepeda Alonso,maría3320104@wass.com,57iiQT3BU,,+56 2 4429 9983,27614188,5018,,,,0
Alicia Barrera Guardado,alicia5355768@marmol.com,sYxBIAzmeYwmi0,Aliciaguardado285,+56 2 3536 1158,,8030,,,,
,pedegu126@viajes.cl,3XIovDMG6Ppi,pedegu969,+56 2 3891 8721,16251839,,Nocturno,Más vida,Full time,9
,hernán6901110@edubus.cal,CtaCfsd99,Hernánvillalpando973,+56 9 8612 3221,15425115,7824,,,,4
Sr. Irene Bañuelos Flórez,,EF8a4LkTqgkD,sr.5525289,+56 2 5851 3241,,15952,,,,
Marisol Guzmán Alaniz,marisol9736313@wass.com,xVMBhTN1gMItq,Marisolalaniz262,+56 2 9682 7381,3598689,7851,,,,8
Esperanza Guardado Duran,esgudu455@viajes.cl,,esgudu962,+56 2 9845 4618,7739283,,Diurno,Consalud,Full time,1
Sr. María Corrales Calderón,sr.2984528@viajes.cl,,srmacoca980,+56 9 6257 7823,13172814,,Diurno,Más vida,Full time,K
José María Cuellar Romo,jomacuro519@marmol.com,306fT5oORugNOTJY,jomacuro724,+56 2 5401 5346,536486,9968,,,,8
Rocio Valdez Vela,,Acxqd4GEx0,,+56 9 4077 5059,13346582,0,,,,0
Carlos Nieto Ojeda,Carlosojeda459@marmol.com,7SHOgvd9Ks,Carlosojeda899,+56 9 6948 4642,7063051,13894,,,,6
,ana4177960@viajes.cl,hXS54bleaY2udi,ana867718,,25088147,,Nocturno,Consalud,Part time,9
,Benjamínmojica313@tourket.com,s06BmoWb19gG7cZv,benjamín5448931,+56 2 5292 7509,26770684,0,,,,0
Emilia Valdivia Muñiz,,EEWjHUmQ9JHoaM6,emvamu528,+56 2 8367 3113,21828609,,,,,7
,bldevi570@tourket.com,wdP8RIsO6q1vQo,bldevi943,+56 9 3843 7815,2807484,8037,,,,0
Luz Domínguez Lugo,Luzlugo949@viajes.cl,S9asASNrYK8wzl,ludolu656,+56 9 4550 5238,9931614,,Diurno,Banmédica,Full time,4
Eduardo Valencia Gamboa,eduardo3027688@marmol.com,7biGXkbN7au5Dmx,,+56 9 2085 1365,1049583,,,,,0
,Marianoapodaca861@tourket.com,czYt66n0wH9,maliap900,+56 9 0849 6650,6986556,,,,,9
Sra. Lorenzo Flórez Batista,sra.5596864@outluc.com,gNzMeE0hy939y6,Sra.batista423,+56 9 8657 5459,7159877,11128,,,,2
Enrique Candelaria Vera,Enriquevera959@tourket.com,a3Dv9QbC,enrique9056443,+56 9 5627 6738,7176437,0,,,,0
Inés Gaona Mejía,Inésmejía800@viajes.cl,lY1RdwPJK39,ingame721,+56 2 8953 0365,-21975739,,Nocturno,Fonasa,Part time,5
,Amaliacarrero334@outluc.com,FBaFDtIa8K,amjica763,+56 2 8205 6391,21849791,11356,,,,8
Sta. Micaela Armenta Zepeda,stmiarze996@viajes.cl,tHV80dH0D95x,Sta.zepeda133,+56 9 3599 3764,-27823019,,Nocturno,Consalud,Part time,8
Silvia Ruiz Cortés,siruco511@viajes.cl,OlDo8jC6RXnpK,,+56 9 2475 1968,28633273,,Nocturno,Consalud,,0
Luis Enríquez Hernández,luenhe662@viajes.cl,M7xnI15Ioe,luis7188664,+56 9 6806 6130,9505055,,Diurno,Banmédica,Part time,7
Jerónimo Arteaga Corrales,Jerónimocorrales854@viajes.cl,PFpMPZFdNx9U7xA,jerónimo5608344,+56 2 1625 5369,1679792,,Diurno,Fonasa,Part time,8
,joluveba101@viajesanma.com,G7g15jPwJgjN9w,joluveba462,+56 9 3326 0129,11854144,0,,,,8
David Velásquez Villagómez,,Fhcv3ILH8k,davevi596,+56 2 7701 0906,13856940,0,,,,3
Sra. Cristina Ramón Uribe,,uoUa8G8HdEO,srcrraur600,+56 9 7302 0966,21051187,0,,,,3
Sancho Amador Calderón,saamca213@edubus.cal,vtT4pXnSUEcxq,saamca915,+56 2 3736 5825,,0,,,,
Marco Antonio Garrido Sierra,maangasi138@edubus.cal,OJbLD7MUzh8,maangasi974,+56 2 2268 8731,994241,,,,,6
Horacio Galindo Riojas,Horacioriojas705@outluc.com,fGqOq1OPZ,Horacioriojas605,+56 2 4918 8311,7774026,14654,,,,0
Gustavo Rivero Zayas,Gustavozayas212@edubus.cal,,guriza204,+56 2 2340 3817,9590398,5040,,,,3
,,uqC7m9gF,cecilia8775712,+56 2 3005 3820,,2740,,,,
Lola de Jesús Roque,Lolaroque863@viajesanma.com,6tq6WuL50,lola9182484,+56 9 9164 6758,9041178,0,,,,0
Manuela Benítez Patiño,mabepa708@viajes.cl,RS9ROvjR7ts6Ae6X,mabepa372,+56 2 1861 5455,-12770865,,Diurno,Más vida,Part time,7
Jorge Luis Blanco Armenta,Jorgearmenta382@viajes.cl,XGj3tBhoZu5b9,jorge3604214,+56 2 4373 2001,5167256,,Nocturno,Colmena,Part time,9
Rafael Rael Zayas,rafael5002811@marmol.com,,rafael3443637,+56 9 4487 7339,11301441,1613,,,,5
Manuela Mateo Patiño,mamapa460@viajesanma.com,,mamapa231,,13242755,9725,,,,0
Mateo Raya Valdez,mateo5983221@edubus.cal,93R7cMlkQHEV,Mateovaldez635,+56 2 0871 5971,-3892343,9859,,,,9
José Eduardo Partida Lugo,josé8365777@viajes.cl,3DD9sOLvr5miT,Josélugo782,+56 9 7445 4972,9939516,,,,Part time,8
Sr. Jorge Esquivel Águilar,srjoeság861@viajes.cl,,Sr.águilar799,+56 2 2818 8009,17962997,,Diurno,Fonasa,Full time,6
Sra. Sancho Sáenz Cuellar,srsasácu453@viajes.cl,CXeK4cAj,srsasácu812,+56 2 8080 8706,2419454,,Diurno,Fonasa,,K
Gonzalo Henríquez Holguín,goheho609@viajes.cl,9EMtfEKIUa,Gonzaloholguín323,+56 9 6606 0094,2227318,,Diurno,Consalud,Part time,3
Sta. Eva Anguiano Bahena,Sta.bahena605@marmol.com,,Sta.bahena143,+56 9 8158 6361,27420745,-8332,,,,0
Sra. Gerardo Mota Valladares,srgemova982@marmol.com,sUIE7FwrzvZ,sra.3963437,+56 2 4174 4200,5608029,10715,,,,5
Sta. Mónica Ruelas Lemus,stmórule909@viajesanma.com,EM7DyFhL7Cpwe7L,,+56 9 0728 1004,,6488,,,,
Homero Jimínez Quiñones,homero3729848@viajes.cl,fUaWfvAI6r,homero645574,+56 2 2797 9199,3373632,,Diurno,Más vida,Part time,0
Guadalupe Marrero Ortiz,gumaor436@tourket.com,0OeMNDuO,gumaor202,+56 9 0223 6696,7238155,5444,,,,6
Norma Robledo Lugo,norolu882@outluc.com,,norolu348,+56 9 6532 8055,,13428,,,,
Sta. Cristobal Gálvez Urías,Sta.urías548@edubus.cal,Ubhlw1N4L8U0W,sta.2093331,+56 2 2621 0641,-24568488,11290,,,,6
Luis Miguel Ornelas Serna,lumiorse429@viajesanma.com,yXOIUPBrYvl0Q,luis7145954,+56 2 8992 8100,-19423573,8473,,,,9
,antonio6677108@marmol.com,7dO4hHxhtcS,antonio8003338,+56 2 8871 3103,28125445,3096,,,,6
Cristian Herrera Partida,cristian7809828@viajes.cl,0HTgOedOW6Pw,,+56 9 9826 9295,,,Diurno,Fonasa,,
José Luis Tejeda Gollum,jolutego497@marmol.com,Dzkx7qU2,,+56 2 5711 9793,,13740,,,,
Sancho Armenta Monroy,sancho4382704@wass.com,GZV63mIANbTY,Sanchomonroy530,+56 2 4054 7662,2269623,0,,,,8
Guillermina Ferrer Quintanilla,gufequ609@viajes.cl,mYp9coME5lisz,gufequ883,+56 9 4837 3939,9369691,,Nocturno,Fonasa,Part time,3
José Luis Menchaca Jaramillo,Joséjaramillo281@viajesanma.com,vbRyF85K8RNP8,jolumeja211,+56 2 2033 3345,7631826,2240,,,,3
Sra. César Irizarry Montez,sra.9404690@tourket.com,MvA5Hbwiqm30,,+56 2 2153 2944,27033310,3336,,,,9
Sta. Luis Ozuna Gutiérrez,Sta.gutiérrez862@edubus.cal,DdoGT3wAMt2ll,stluozgu696,+56 2 3052 4650,3571450,1195,,,,2
Norma Cortez Zapata,nocoza609@viajes.cl,kKcxOE5lswO7,norma3417552,+56 2 0772 6809,,,Diurno,Banmédica,Full time,
Sta. Jacobo Jaimes Miramontes,sta.8204248@tourket.com,kgxPLQ0T8OiYu,sta.9814603,+56 9 2268 8176,,9904,,,,
Roberto Salas Aragón,rosaar844@wass.com,0gf84cF1poJpcIF,,+56 9 3308 7338,5497804,12934,,,,9
Isabel Salcido Olvera,issaol705@viajes.cl,v6JNgbmIek70r4I,Isabelolvera592,+56 2 4792 8373,,,Diurno,Más vida,Full time,
,luis5025552@viajesanma.com,0lMVqV8QrXQ,Luispizarro248,+56 2 1196 7061,-24329791,0,,,,5
Claudia Cervántez Reyna,,H1gpjVoRD,Claudiareyna621,+56 9 1030 3245,27839544,14849,,,,8
Marcos Olivera Perales,,7OppPMItl,maolpe349,+56 9 1535 8890,28039535,,Nocturno,,Full time,8
Claudio Mercado Niño,clmeni227@viajes.cl,Nw6K0JV2,Claudioniño826,+56 9 5484 9014,8077194,,Diurno,Más vida,Full time,0
Norma Aponte Abeyta,Normaabeyta972@wass.com,q0iE68icJ,noapab780,+56 2 5251 8806,-23527556,4794,,,,2
Sr. Ana María Arreola Barraza,,cDmFRcI3BxFI2mh,Sr.barraza293,+56 2 2354 7375,,,Diurno,Banmédica,Part time,
Óscar Becerra Lucero,ósbelu175@tourket.com,JOPI9dwlZy6uI,ósbelu560,+56 9 6422 8390,6444392,9538,,,,5
Reina Santacruz Concepción,Reinaconcepción762@viajesanma.com,,resaco168,+56 9 5803 7061,1901434,,,,,7
Ramón Padilla Narváez,ramón9983625@viajesanma.com,,ramón8301166,+56 9 3868 7740,18147897,0,,,,7
,sra.7188435@outluc.com,nk5l34WKv,sra.1298241,+56 2 6266 5478,26133988,20760,,,,9
Gabriela Paz Montenegro,Gabrielamontenegro426@wass.com,J0VVBySIq,gabriela1287731,+56 9 9416 4453,5661011,15703,,,,1
Luisa Loya Cotto,Luisacotto394@viajesanma.com,EwFIY9SL,,+56 9 0878 3966,12991147,0,,,,6
Alejandra Gamboa Casanova,,MKNz0uo3SC,alejandra677568,+56 2 8790 1193,8634292,9810,,,,8
Sra. Claudio Padrón Sierra,srclpasi566@tourket.com,GOVw6Fh5,sra.4473399,+56 2 2744 3406,3583383,1654,,,,8
Sra. Martín Atencio Heredia,,eDCkgVfP90,srmaathe239,+56 9 8412 9723,8670043,2205,,,,3
,Joségastélum809@edubus.cal,YkJx6RWf4f,Joségastélum659,+56 2 8174 3865,17263636,0,,,,5
,sta.7681765@viajesanma.com,s1ZnOUwDUGIh2Dl4,Sta.díaz237,,13846620,6195,,,,5
Marilu Ibarra Saiz,maibsa325@wass.com,E0rTrxjMUb6F,marilu1964660,+56 2 5691 8585,944092,5715,,,,5
Eva Ocampo Enríquez,eva9164499@edubus.cal,TN3AZiqqmSHt4xG,Evaenríquez835,+56 2 9141 1706,8777929,3860,,,,7
Gabriela Muñiz Medina,,hrxEolGXtj1Fhe,gamume147,+56 2 3967 2860,18693779,0,,,,1
,Elenamontemayor792@viajes.cl,42Ljs3oCwtqCilY,elmomo422,+56 9 2422 2542,1852321,,Nocturno,Colmena,Part time,3
María Soledad Muñiz Carreón,maría5744972@outluc.com,dME31Z7wxrWdPw,Maríacarreón546,+56 2 3171 2410,2540399,14722,,,,1
Sta. Lucas Salinas Cardenas,Sta.cardenas608@viajesanma.com,1NQHDyOpPfNzL2IZ,Sta.cardenas238,+56 2 1306 6765,2238513,12900,,,,5
Sra. Micaela Ruelas Lomeli,srmirulo137@viajes.cl,1zqa6vPsM7WtH,sra.9560953,+56 9 5314 7067,3184571,,Diurno,Colmena,Full time,8
,papeba746@marmol.com,MhAWHp0acsQ26jb,,+56 9 2117 5030,2349997,1125,,,,5
Hugo Carrasquillo Puente,hugo5365746@edubus.cal,1m9NsPjo9S,,+56 9 7880 3871,20550836,1340,,,,8
Sr. Juana Alfaro Serrato,,TdChOhq1rGB6zFi,Sr.serrato938,+56 2 9181 6314,6588479,0,,,,8
Sta. Adriana Chávez Bravo,Sta.bravo448@edubus.cal,udLJd3pAzDUrsUwH,sta.6713610,+56 9 4782 0247,1361476,4509,,,,8
,Mercedesalaniz750@viajes.cl,XK1LrIN4Yah,Mercedesalaniz698,+56 9 4883 0332,18627520,,Nocturno,Consalud,Full time,9
César Corrales Lara,Césarlara991@viajesanma.com,kpR3Of67aNSw3,,+56 2 4931 6465,15241479,15310,,,,K
Carolina Vergara Gaona,cavega584@wass.com,hNdEv9go5aIWmVL,Carolinagaona867,+56 2 1933 1659,8432862,2898,,,,6
Elisa Jaramillo Ochoa,elisa5587378@wass.com,vIGqno5sY5WXr,Elisaochoa968,+56 2 1460 1961,6874629,1596,,,,9
,clbofi501@viajes.cl,eNbN1lSw4Pzr8hy,,+56 9 6465 4134,,,Diurno,Banmédica,Part time,
Ana María López Armas,Anaarmas466@edubus.cal,xWAzt37o,anmalóar452,+56 2 9446 1904,2869900,18703,,,,K
Graciela Delrío Rentería,,b87fDo2IyAkLV,Gracielarentería407,+56 9 1599 3770,15637453,,,,,9
Sta. Beatriz Badillo Abrego,Sta.abrego714@viajesanma.com,4tkNGU8aW4pLvE,stbebaab109,+56 9 2140 3185,,10902,,,,
,eszate416@tourket.com,lirHMk29Wp9BTUi,,+56 2 7834 5932,,,,,,
Rosario Paz Tapia,ropata392@marmol.com,n6YaoM01pp2,rosario2035798,+56 9 9782 1613,5674509,0,,,,2
Sr. Patricia Anaya Domínquez,sr.3951766@viajes.cl,w8Vi1NkKoje,srpaando812,+56 9 7018 7996,3956560,,Diurno,Más vida,Part time,9
Julio Sanabria Suárez,julio6915188@viajes.cl,8oQ5JJFT4,jusasu711,+56 2 0098 1985,-25496377,,Nocturno,Fonasa,Full time,1
Carla Cerda Sánchez,cacesá381@viajesanma.com,gxCPp49IltIW,,+56 2 9706 7289,13529247,4160,,,,8
Sta. Armando Vázquez Rivas,starvári728@marmol.com,d676YvBj,,+56 9 0814 8105,25350029,0,,,,8
Bernardo Tapia Ledesma,bernardo818505@outluc.com,WXNKq83nYz,,+56 9 5310 2061,23639456,0,,,,5
,Cristianesquibel551@viajesanma.com,b57obse9apCch,crvies162,+56 2 3289 0971,20602958,4743,,,,7
Germán Muñoz Medrano,Germánmedrano551@tourket.com,E7ILUeKaYSdm8,germán5960223,+56 2 1543 6424,9443758,6200,,,,K
Clara Abrego Vela,Claravela647@wass.com,,Claravela538,+56 2 4590 5330,8916697,16503,,,,7
Mónica Velásquez Pichardo,mónica8395890@wass.com,hWv3kFFoJ8SP,mónica1174532,+56 2 0008 6458,3678859,8226,,,,3
Agustín Cintrón Agosto,Agustínagosto262@edubus.cal,qt9O88JeU,agciag494,+56 9 8292 1806,7909109,888,,,,K
Rafael Carrasquillo Ayala,rafael7453884@wass.com,G674PW8ffTjpA,Rafaelayala833,,,966,,,,
Ramona González Leal,Ramonaleal263@viajes.cl,aDnM5S8mIjOYoT,Ramonaleal794,+56 2 6259 8916,1351403,,Nocturno,Más vida,Part time,8
,Robertosandoval817@viajes.cl,03WPdcxbvMW,roberto6014536,+56 2 1841 0216,17276113,,Nocturno,Banmédica,Full time,5
Luisa Batista Niño,luisa1444805@edubus.cal,TnvR51m4q,luisa1304236,+56 9 7682 6911,1671384,13463,,,,8
Germán Naranjo Abrego,germán8632454@wass.com,bZ34EIWrh,Germánabrego664,+56 2 7780 6345,-745283,27723,,,,7
,srmaarji295@tourket.com,j2YoZwSl5k5xbL,sra.740482,+56 2 7288 5846,10808497,8299,,,,9
Samuel Sisneros Briones,sasibr618@viajesanma.com,,samuel539683,+56 9 2700 0046,595916,0,,,,0
Carolina Cardenas Reynoso,Carolinareynoso819@outluc.com,8419d8V9AkKm,cacare100,+56 9 2769 9529,,0,,,,
Sr. Julio Ceballos Esquivel,Sr.esquivel621@marmol.com,M6t9bEHYMi,sr.3578869,+56 9 9341 0614,9441846,-359,,,,1
Gregorio Robledo Gracia,gregorio2826318@viajesanma.com,GxL5J57qZZf,Gregoriogracia317,+56 2 7810 9288,1327901,10441,,,,2
,verónica7332996@marmol.com,oT1wkbQ82Rv,Verónicaulibarri337,+56 2 5901 6295,10847833,-819,,,,0
Manuel Sotelo Badillo,manuel4069228@viajes.cl,gC7WI8dx3,,+56 2 4534 1352,-18767935,,Nocturno,Fonasa,Full time,4
Pablo Navarrete Rivero,panari911@tourket.com,,Pablorivero561,+56 9 2719 7086,17247865,8666,,,,4
Diana Avilés Rubio,Dianarubio903@viajes.cl,dG0YbCns,diavru950,+56 9 3720 5251,,,Diurno,Colmena,Part time,
Roberto Noriega Heredia,Robertoheredia559@viajes.cl,BYE37tIkv9kdpyNw,,+56 2 4550 4466,13945523,,Diurno,Colmena,Full time,1
Magdalena Quintero Rodríquez,Magdalenarodríquez948@viajesanma.com,OWgbA7hJY3MtT,Magdalenarodríquez309,+56 9 3820 1739,-5301288,10791,,,,4
Rosa Gil Cedillo,,4Ovv38ave0zGIxa,rogice721,,27095051,13793,,,,5
Sta. Concepción Negrón Berríos,Sta.berríos599@tourket.com,PosaFuj2td2jNT,sta.5708734,+56 2 0437 0050,5290450,0,,,,1
Adriana Chacón Luna,adchlu331@tourket.com,gRxrbAU96xNQ87P,Adrianaluna136,+56 9 4823 3691,9856226,0,,,,5
Rebeca Matías Segura,remase480@viajes.cl,g4YNB1kWslmKWo,Rebecasegura113,+56 2 8667 8028,,,Nocturno,Colmena,Part time,
Concepción González Fierro,Concepciónfierro387@viajes.cl,NTSe1u6rD,concepción176941,+56 9 4095 0707,-11677423,,Diurno,Consalud,Full time,2
Sta. Manuela Menchaca Garica,sta.8775554@viajes.cl,6yRtCbMnSQ,stmamega109,+56 2 3130 0767,-16525203,,Diurno,Más vida,Part time,9
Sta. Jorge Luis Mena Loera,sta.7960175@wass.com,jg5eFM6lw2qT,stjolumelo157,,867830,0,,,,8
Sta. Alejandra Velásquez de Jesús,Sta.jesús912@viajesanma.com,,stalvedeje979,+56 2 4487 1165,14454699,0,,,,7
Sr. Lilia Cintrón Lozada,sr.419616@outluc.com,tqpUTh0yUw7inpv,srlicilo916,+56 9 6408 6224,5563537,8314,,,,4
Alfredo Saavedra Flórez,alsafl716@viajesanma.com,0ZRE0Y4o,,+56 9 6081 1263,11841910,4478,,,,3
José Mascareñas Casillas,Josécasillas920@marmol.com,9evhC4cT6BvO,jomaca570,+56 9 8745 0282,-19352291,1204,,,,2
María Teresa Delatorre Mota,,0RtmSX2616Nj4CNN,matedemo127,+56 9 9795 7956,-6786186,3420,,,,8
Esperanza Alva Muro,esalmu883@marmol.com,UWTdkNs8,esalmu147,+56 9 6963 0401,,,,,,
César Tapia Cavazos,césar4731601@tourket.com,xOh5znBGcMc0,césar7288113,+56 2 9886 4106,-17139852,18921,,,,5
Sta. Amalia Olivas Ojeda,,CvACc2AiDA6PO,sta.7589331,+56 2 3826 4207,1840825,,Nocturno,Colmena,Part time,2
Sr. Gabriela Aguirre Vaca,Sr.vaca843@outluc.com,TImYF17ruFs,sr.8090178,+56 9 1999 7281,5288404,2238,,,,7
Rosario Angulo Trejo,,tyB71mxpS5wcYd8,rosario8400859,+56 2 6738 1702,18682222,265,,,,6
Claudia Benavídez Araña,Claudiaaraña688@tourket.com,,Claudiaaraña612,+56 9 4467 3546,7727958,1312,,,,K
Julia Briones Soto,julia6741138@edubus.cal,LvEy4iExd0,,+56 2 7690 3502,-24881360,10819,,,,1
,stelpial415@viajes.cl,,Sta.alejandro553,+56 2 6944 3051,4167197,,Nocturno,Consalud,Full time,1
Adán Calderón Merino,adán1546115@viajesanma.com,E9EuT9D3uyfy,adán4006109,+56 9 4919 5639,7866129,3644,,,,1
Micaela Guardado Montañez,migumo638@tourket.com,,Micaelamontañez608,+56 9 8849 3942,26037522,0,,,,9
,gigaca714@outluc.com,kbC6EHj0dx0,gigaca189,+56 2 9063 9848,10654329,2856,,,,1
Emilio Madera Abeyta,emmaab333@viajes.cl,Ewks39AjQizUpX,emilio5767734,+56 2 9850 1849,8098814,,Diurno,Banmédica,Full time,1
Margarita Piña Páez,mapipá124@tourket.com,,margarita6533737,+56 2 5846 1420,24173800,,,,,0
Daniel Zúñiga Muro,dazúmu577@marmol.com,h0RQf7U2Rbg3,,+56 9 4666 1473,14699043,,,,,6
,vicente5224724@viajes.cl,GE9s5ucjsUtZGx,vigomo509,+56 9 2416 9830,22499644,,Diurno,Colmena,Part time,6
Enrique Macías Barrera,enrique471367@viajes.cl,5bbUDuu9uyWEU,Enriquebarrera273,+56 9 5330 6487,8115532,,,Más vida,Full time,1
Daniel Carrero Macías,,6iXwhsqqINDHnd2,dacama785,+56 9 6175 4384,26880186,,Nocturno,Banmédica,Full time,3
Sta. María Arguello Abrego,sta.1321289@viajes.cl,eUjS6tyVZpm7nVc5,stmaarab600,,5401734,,Diurno,Banmédica,Full time,0
Jorge Murillo Posada,jomupo612@viajesanma.com,,jomupo413,+56 2 2145 2471,21140322,20604,,,,5
Teodoro Batista Valverde,tebava486@viajes.cl,CajcT4FS7sCQ59,,+56 2 6547 0824,953469,,Diurno,Fonasa,Full time,5
Sta. Hugo Caraballo Castellanos,sta.3181394@viajesanma.com,,sta.5266189,+56 2 3858 3115,14901572,0,,,,8
Alfredo Rael Preciado,Alfredopreciado296@edubus.cal,u2sOexTn2,Alfredopreciado521,+56 9 3222 9849,3978523,10849,,,,4
César Serrato Delvalle,,9uWoaxCFvgT0A,Césardelvalle296,+56 2 8787 5698,22594889,,Nocturno,Más vida,Part time,5
Sr. Rodrigo Menéndez Sarabia,srromesa573@viajes.cl,5iBEmrvMPYIWzj7t,sr.9231280,+56 2 8189 0458,2199531,,Diurno,Más vida,Part time,2
Lourdes Mascareñas Castellanos,lomaca195@marmol.com,xKPzyJ1OgN6Z4k,lourdes8570533,+56 2 2046 4379,2246031,0,,,,5
,Tomásbenítez482@outluc.com,503Ve2iY7,tomás4934781,+56 9 9353 7969,24166038,31808,,,,9
Sr. Andrea Rojas López,sranroló946@outluc.com,d3FoQLuMT5cKO,Sr.lópez230,+56 9 6378 1489,2613494,0,,,,3
Alejandra Altamirano Reyes,Alejandrareyes269@viajesanma.com,AH1WGGtGwC890aM,alalre536,+56 9 4889 3090,,11705,,,,
Carlota Collazo Gómez,Carlotagómez998@marmol.com,,Carlotagómez868,+56 9 4698 9290,6203667,12991,,,,2
Fernando Galarza Ureña,Fernandoureña815@viajesanma.com,Hu6Y8XZgo,Fernandoureña873,+56 9 4480 1327,,10081,,,,
Salvador Flórez Escobar,salvador2969268@marmol.com,,Salvadorescobar874,+56 9 2745 3393,2978979,13180,,,,7
Sr. Jerónimo Cadena Loera,sr.2004578@outluc.com,,sr.4665158,+56 9 2275 0379,8931429,8844,,,,1
Lorena Venegas Parra,lorena5848820@outluc.com,Xw89MVY4FEX,lorena8539602,+56 2 3998 4486,7193210,5016,,,,9
Gilberto Ulibarri Salazar,,Zj8qHDu9d6NF,Gilbertosalazar631,+56 2 3124 3515,7726566,435,,,,K
Silvia Venegas Tello,silvia1946634@viajes.cl,UX7L1ENaVPnGk,silvia8148496,+56 9 3512 0041,4807867,,Diurno,,Part time,2
Jerónimo Alanis Villa,,7gwrRVqgF7mf,Jerónimovilla909,+56 9 0943 4693,3370282,19362,,,,5
,Soledadserrano180@viajes.cl,DSO6cdzvh,Soledadserrano183,+56 2 3299 7766,29674991,,Diurno,Fonasa,,5
Jerónimo Pérez Banda,Jerónimobanda714@marmol.com,ioFmpXEl3gZCQJ,jepéba907,+56 9 3652 9699,5510023,382,,,,3
Leticia López Velásquez,Leticiavelásquez162@marmol.com,Fnzj43WZrSg4,Leticiavelásquez250,,6040471,9940,,,,2
Mariana Rosario Meraz,marome841@wass.com,jmKX36o6Wa90l4,Marianameraz515,+56 2 3100 1584,-18377655,8022,,,,K
Sra. Mario Perea Candelaria,srmapeca583@marmol.com,H5c4SBWs6d5c,sra.3655286,,908900,0,,,,4
Carolina Maya Rosas,camaro709@wass.com,4GNrGMqrG9h,camaro681,+56 2 3541 1565,7035877,,,,,8
Estela Delvalle Ornelas,Estelaornelas266@viajes.cl,VsFH5rl9P,esdeor162,,3670223,,Nocturno,Fonasa,,0
Teresa Collazo Irizarry,teresa7197541@viajes.cl,M9j1AbDmRpQuGe2F,tecoir266,+56 2 3634 7146,,,Diurno,Fonasa,Full time,
,sra.2732880@wass.com,wpPOT7aBbd,sra.8272941,+56 2 4156 0949,24081047,15009,,,,6
María José Sosa Quintanilla,maría6928605@viajes.cl,BbE3E8Z51uh9hZ,,+56 9 9201 2963,20583320,,Nocturno,Colmena,Full time,K
,Isabelmena216@tourket.com,Yh6mskVlDMMTAhOh,isceme882,+56 2 2627 8580,,0,,,,
Pedro Marroquín Bermúdez,Pedrobermúdez301@viajes.cl,,pemabe414,+56 9 8943 0380,12942194,,Nocturno,,Part time,0
Eloisa Estévez Vera,,UQdvYTv6b,elesve963,+56 2 6517 0870,15089149,0,,,,3
Magdalena Ornelas Bétancourt,,tPVPLmM7Dmc,Magdalenabétancourt437,+56 2 3899 5279,4939906,0,,,,5
Susana Cisneros Cadena,susana6211557@outluc.com,TqzWEFgsJm66EB,Susanacadena515,+56 2 8799 3536,845024,10915,,,,2
